Name,Age,#days,Lev,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,mlbID
CJ Abrams,22,198,Maj-NL,Washington,87,331,307,43,78,17,4,8,36,13,0,71,8,3,0,5,18,2,0.254,0.302,0.414,0.716,682928
Jos\xc3\xa9 Abreu,36,197,Maj-AL,Houston,93,392,360,33,87,16,0,8,50,24,1,91,3,0,5,11,0,1,0.242,0.291,0.353,0.644,547989
Ronald Acuna Jr.,25,197,Maj-NL,Atlanta,95,436,382,85,127,26,1,23,58,48,2,51,4,0,2,7,43,7,0.333,0.411,0.586,0.997,660670
Willy Adames,27,197,Maj-NL,Milwaukee,87,375,328,42,69,15,0,16,46,37,0,95,3,0,5,9,4,3,0.21,0.292,0.402,0.695,642715
Riley Adams,27,202,Maj-NL,Washington,23,87,79,4,22,5,2,3,10,6,0,26,1,1,0,4,0,0,0.279,0.337,0.506,0.844,656180
Jo Adell,24,209,Maj-AL,Los Angeles,5,14,13,2,3,1,1,1,3,1,0,6,0,0,0,0,0,0,0.231,0.286,0.692,0.978,666176
Ehire Adrianza,33,277,Maj-NL,Atlanta,5,11,10,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0.0,0.091,0.0,0.091,501303
Jes\xc3\xbas Aguilar,33,251,Maj-AL,Oakland,36,115,104,8,23,2,0,5,9,8,2,31,1,0,1,3,0,0,0.221,0.281,0.385,0.665,542583
Nick Ahmed,33,198,Maj-NL,Arizona,49,147,139,13,33,9,0,2,14,8,0,35,0,0,0,0,5,1,0.237,0.279,0.345,0.624,605113
Hanser Alberto,30,247,Maj-AL,Chicago,30,90,82,11,18,5,0,3,16,4,0,13,1,2,1,1,0,0,0.22,0.261,0.39,0.652,593643
Ozzie Albies,26,197,Maj-NL,Atlanta,95,406,364,55,95,17,3,22,66,29,2,60,5,0,6,6,7,0,0.261,0.319,0.506,0.825,645277
Jorge Alfaro,30,199,"Maj-AL,Maj-NL","Boston,Colorado",15,46,43,2,7,4,0,1,4,2,0,14,1,0,0,2,0,0,0.163,0.217,0.326,0.543,595751
Greg Allen,30,245,Maj-AL,New York,10,17,14,5,3,0,1,1,1,1,0,7,1,1,0,0,1,0,0.214,0.313,0.571,0.884,656185
Nick Allen,24,198,Maj-AL,Oakland,50,143,131,12,25,1,0,1,6,8,0,28,0,3,1,2,1,1,0.191,0.236,0.221,0.457,669397
Pete Alonso,28,197,Maj-NL,New York,88,372,324,51,66,7,1,26,63,36,0,78,11,0,1,11,3,0,0.204,0.304,0.472,0.776,624413
Jos\xc3\xa9 Altuve,33,214,Maj-AL,Houston,32,143,121,25,32,8,0,6,18,20,0,25,1,0,1,4,5,1,0.265,0.371,0.479,0.85,514888
Jake Alu,26,202,Maj-NL,Washington,5,15,14,0,3,0,0,0,0,1,0,4,0,0,0,0,1,0,0.214,0.267,0.214,0.481,666906
Francisco \xc3\x81lvarez,21,197,Maj-NL,New York,71,246,226,33,55,7,0,19,40,16,0,61,4,0,0,8,0,0,0.243,0.305,0.527,0.831,682626
Yordan \xc3\x81lvarez,26,239,Maj-AL,Houston,57,242,202,41,56,12,0,17,55,32,2,55,6,0,2,5,0,0,0.277,0.388,0.589,0.978,670541
Jacob Amaya,24,222,Maj-NL,Miami,4,9,9,1,2,0,0,0,2,0,0,1,0,0,0,0,1,0,0.222,0.222,0.222,0.444,676070
Miguel Amaya,24,197,Maj-NL,Chicago,26,86,70,10,19,4,0,2,13,6,0,24,8,1,1,1,0,0,0.271,0.388,0.414,0.803,665804
Brian Anderson,30,208,Maj-NL,Milwaukee,85,334,292,35,67,11,2,9,38,35,0,99,4,0,3,9,0,3,0.23,0.317,0.373,0.691,605119
Tim Anderson,30,197,Maj-AL,Chicago,73,317,298,32,70,10,1,0,15,16,0,66,1,0,2,11,9,1,0.235,0.274,0.275,0.55,641313
Elvis Andrus,34,197,Maj-AL,Chicago,67,244,216,19,45,7,1,2,20,21,1,42,4,1,2,1,6,4,0.208,0.288,0.278,0.566,462101
Miguel And\xc3\xbajar,28,261,Maj-NL,Pittsburgh,13,33,31,2,5,1,0,2,6,2,0,5,0,0,0,0,0,0,0.161,0.212,0.387,0.599,609280
Jonathan Aranda,25,201,Maj-AL,Tampa Bay,4,15,15,2,3,1,0,0,2,0,0,6,0,0,0,0,0,0,0.2,0.2,0.267,0.467,666018
Orlando Arcia,28,197,Maj-NL,Atlanta,74,286,265,39,77,12,0,9,32,20,0,53,1,0,0,10,1,0,0.291,0.343,0.438,0.78,606115
Nolan Arenado,32,197,Maj-NL,St. Louis,93,396,359,46,103,19,2,21,74,28,3,72,2,0,7,11,2,3,0.287,0.336,0.527,0.862,571448
Gabriel Arias,23,198,Maj-AL,Cleveland,70,159,138,14,25,5,0,4,6,21,0,51,0,0,0,5,0,3,0.181,0.289,0.304,0.594,672356
Randy Arozarena,28,197,Maj-AL,Tampa Bay,95,405,342,58,93,10,2,17,61,48,0,99,11,0,4,5,10,7,0.272,0.375,0.462,0.837,668227
Luis Arr\xc3\xa1ez,26,198,Maj-NL,Miami,92,391,356,40,134,20,1,3,46,28,8,22,4,0,3,13,1,2,0.376,0.425,0.464,0.888,650333
Christian Arroyo,28,199,Maj-AL,Boston,58,189,178,23,44,15,0,3,21,7,0,42,1,1,2,6,1,2,0.247,0.277,0.382,0.659,624414
Jos\xc3\xa9 Azocar,27,246,Maj-NL,San Diego,26,55,51,8,12,2,0,0,3,1,0,11,0,3,0,0,6,1,0.235,0.25,0.275,0.525,640492
Akil Baddoo,24,197,Maj-AL,Detroit,58,196,167,20,37,8,0,4,19,27,2,43,0,1,1,2,6,1,0.222,0.328,0.341,0.67,668731
Harrison Bader,29,198,Maj-AL,New York,49,185,173,23,42,6,2,7,31,6,0,30,3,0,3,2,8,2,0.243,0.276,0.422,0.698,664056
Ji Hwan Bae,23,216,Maj-NL,Pittsburgh,76,239,214,37,51,9,0,2,19,18,0,58,2,3,2,2,20,6,0.238,0.301,0.308,0.609,678225
Javier B\xc3\xa1ez,30,197,Maj-AL,Detroit,91,380,357,38,80,12,3,7,46,15,0,85,4,0,3,8,9,0,0.224,0.261,0.333,0.595,595879
Patrick Bailey,24,197,Maj-NL,San Francisco,46,170,159,15,43,12,1,5,29,5,0,48,3,2,1,3,1,0,0.27,0.304,0.453,0.756,672275
Luken Baker,26,212,Maj-NL,St. Louis,7,20,19,2,5,0,0,0,0,1,0,8,0,0,0,0,0,0,0.263,0.3,0.263,0.563,663609
Rylan Bannon,27,278,Maj-AL,Houston,2,6,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,676625
Austin Barnes,33,198,Maj-NL,Los Angeles,35,114,102,4,11,2,0,0,5,10,0,28,1,0,1,3,2,1,0.108,0.193,0.128,0.321,605131
Tucker Barnhart,32,198,Maj-NL,Chicago,39,114,100,5,20,3,0,1,8,12,0,37,1,0,1,3,1,0,0.2,0.29,0.26,0.55,571466
Tres Barrera,28,254,Maj-NL,St. Louis,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,668663
Jos\xc3\xa9 Barrero,25,233,Maj-NL,Cincinnati,46,149,133,15,29,8,0,2,17,15,0,44,0,0,1,1,3,2,0.218,0.295,0.323,0.619,676480
Joey Bart,26,261,Maj-NL,San Francisco,26,84,78,8,18,5,0,0,4,2,0,21,4,0,0,0,0,0,0.231,0.286,0.295,0.581,663698
Matthew Batten,28,201,Maj-NL,San Diego,4,6,4,2,2,0,0,1,2,2,0,1,0,0,0,0,0,1,0.5,0.667,1.25,1.917,676946
Brett Baty,23,197,Maj-NL,New York,71,256,230,31,54,8,0,7,24,20,0,69,2,0,1,6,2,0,0.235,0.3,0.361,0.661,683146
Jake Bauers,27,212,Maj-AL,New York,49,154,134,18,30,12,0,7,19,18,0,46,0,0,2,3,2,0,0.224,0.312,0.47,0.782,641343
Matt Beaty,30,226,"Maj-AL,Maj-NL","Kansas City,San Francisco",7,11,10,1,3,1,0,0,3,1,0,2,0,0,0,0,0,0,0.3,0.364,0.4,0.764,607461
Josh Bell,30,198,Maj-AL,Cleveland,87,354,310,23,74,17,0,11,46,41,1,74,1,0,2,4,0,1,0.239,0.328,0.4,0.728,605137
Cody Bellinger,27,197,Maj-NL,Chicago,65,274,245,51,76,14,1,12,35,22,2,47,2,0,5,3,12,3,0.31,0.365,0.522,0.887,641355
Brandon Belt,35,198,Maj-AL,Toronto,65,249,208,27,52,17,0,6,21,39,1,93,1,0,1,3,0,0,0.25,0.37,0.418,0.788,474832
Anthony Bemboom,33,215,Maj-AL,Baltimore,6,13,11,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0.182,0.308,0.182,0.49,621532
Andrew Benintendi,28,197,Maj-AL,Chicago,91,379,341,48,98,24,1,1,28,32,5,54,3,1,2,4,11,1,0.287,0.352,0.372,0.724,643217
Will Benson,25,197,Maj-NL,Cincinnati,51,157,135,24,39,6,4,6,16,22,0,42,0,0,0,1,9,1,0.289,0.389,0.526,0.914,666181
Jon Berti,33,198,Maj-NL,Miami,79,263,243,34,70,9,2,2,18,15,1,51,1,2,2,7,10,4,0.288,0.33,0.366,0.696,542932
Christian Bethancourt,31,197,Maj-AL,Tampa Bay,63,214,204,30,47,12,0,7,22,7,0,54,0,1,2,4,0,0,0.23,0.254,0.392,0.646,542194
Mookie Betts,30,198,Maj-NL,Los Angeles,92,426,359,75,100,23,1,27,65,58,3,69,4,0,5,4,7,2,0.279,0.38,0.574,0.954,605141
Bo Bichette,25,197,Maj-AL,Toronto,96,428,408,47,130,22,1,16,53,18,0,78,2,0,0,11,3,3,0.319,0.351,0.495,0.846,666182
Cavan Biggio,28,198,Maj-AL,Toronto,61,159,144,23,29,5,0,7,18,13,0,48,2,0,0,0,2,2,0.201,0.277,0.382,0.659,624415
Charlie Blackmon,36,237,Maj-NL,Colorado,56,242,211,34,56,14,2,5,26,21,0,33,7,0,3,4,0,1,0.265,0.347,0.422,0.769,453568
