Name,Age,#days,Lev,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,mlbID
CJ Abrams,22,184,Maj-NL,Washington,100,389,358,54,92,19,4,10,43,18,0,81,9,3,1,5,25,2,0.257,0.308,0.416,0.725,682928
Jos\xc3\xa9 Abreu,36,183,Maj-AL,Houston,106,445,405,42,98,16,0,10,56,31,1,100,4,0,5,12,0,1,0.242,0.299,0.356,0.655,547989
Ronald Acuna Jr.,25,184,Maj-NL,Atlanta,106,486,421,97,141,27,1,25,64,58,2,59,5,0,2,9,50,9,0.335,0.42,0.582,1.002,660670
Willy Adames,27,183,Maj-NL,Milwaukee,100,430,376,47,77,17,0,17,48,43,0,113,4,0,5,9,4,3,0.205,0.29,0.386,0.675,642715
Jordyn Adams,23,183,Maj-AL,Los Angeles,2,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,677941
Riley Adams,27,184,Maj-NL,Washington,27,103,94,7,28,8,2,4,15,7,0,27,1,1,0,5,0,0,0.298,0.353,0.553,0.906,656180
Jo Adell,24,209,Maj-AL,Los Angeles,5,14,13,2,3,1,1,1,3,1,0,6,0,0,0,0,0,0,0.231,0.286,0.692,0.978,666176
Ehire Adrianza,33,277,Maj-NL,Atlanta,5,11,10,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0.0,0.091,0.0,0.091,501303
Jes\xc3\xbas Aguilar,33,251,Maj-AL,Oakland,36,115,104,8,23,2,0,5,9,8,2,31,1,0,1,3,0,0,0.221,0.281,0.385,0.665,542583
Nick Ahmed,33,183,Maj-NL,Arizona,53,156,148,13,34,9,0,2,14,8,0,37,0,0,0,0,5,1,0.23,0.269,0.331,0.6,605113
Hanser Alberto,30,247,Maj-AL,Chicago,30,90,82,11,18,5,0,3,16,4,0,13,1,2,1,1,0,0,0.22,0.261,0.39,0.652,593643
Ozzie Albies,26,184,Maj-NL,Atlanta,106,455,407,64,105,19,4,24,76,32,2,72,7,0,7,6,7,0,0.258,0.318,0.501,0.819,645277
Jorge Alfaro,30,186,"Maj-AL,Maj-NL","Boston,Colorado",18,52,48,2,7,4,0,1,4,2,0,15,2,0,0,3,0,0,0.146,0.212,0.292,0.503,595751
Greg Allen,30,183,Maj-AL,New York,16,22,18,5,3,0,1,1,1,2,0,8,1,1,0,0,2,1,0.167,0.286,0.444,0.73,656185
Nick Allen,24,184,Maj-AL,Oakland,58,173,158,14,29,1,1,1,7,10,0,31,0,4,1,5,1,1,0.184,0.231,0.222,0.452,669397
Pete Alonso,28,183,Maj-NL,New York,100,424,371,60,82,9,2,31,77,38,0,88,13,0,2,12,3,0,0.221,0.314,0.507,0.82,624413
Jos\xc3\xa9 Altuve,33,183,Maj-AL,Houston,39,173,148,31,41,8,1,7,20,23,0,30,1,0,1,4,8,1,0.277,0.376,0.487,0.862,514888
Jake Alu,26,184,Maj-NL,Washington,7,21,20,1,5,0,0,0,2,1,0,6,0,0,0,0,2,0,0.25,0.286,0.25,0.536,666906
Francisco \xc3\x81lvarez,21,184,Maj-NL,New York,80,281,258,39,61,7,0,21,44,19,0,73,4,0,0,9,0,0,0.236,0.299,0.508,0.807,682626
Yordan \xc3\x81lvarez,26,183,Maj-AL,Houston,64,271,227,47,66,14,0,19,59,35,2,58,7,0,2,5,0,0,0.291,0.399,0.604,1.002,670541
Jacob Amaya,24,222,Maj-NL,Miami,4,9,9,1,2,0,0,0,2,0,0,1,0,0,0,0,1,0,0.222,0.222,0.222,0.444,676070
Miguel Amaya,24,185,Maj-NL,Chicago,32,102,84,12,22,4,0,3,16,6,0,26,10,1,1,2,0,0,0.262,0.376,0.417,0.793,665804
Brian Anderson,30,183,Maj-NL,Milwaukee,86,334,292,35,67,11,2,9,38,35,0,99,4,0,3,9,0,3,0.23,0.317,0.373,0.691,605119
Tim Anderson,30,183,Maj-AL,Chicago,85,369,347,38,85,11,1,1,19,19,0,77,1,0,2,14,11,1,0.245,0.285,0.291,0.576,641313
Elvis Andrus,34,184,Maj-AL,Chicago,73,258,230,21,47,8,1,2,20,21,1,45,4,1,2,1,6,4,0.204,0.28,0.274,0.554,462101
Miguel And\xc3\xbajar,28,261,Maj-NL,Pittsburgh,13,33,31,2,5,1,0,2,6,2,0,5,0,0,0,0,0,0,0.161,0.212,0.387,0.599,609280
Jonathan Aranda,25,201,Maj-AL,Tampa Bay,4,15,15,2,3,1,0,0,2,0,0,6,0,0,0,0,0,0,0.2,0.2,0.267,0.467,666018
Jonathan Ara\xc3\xbaz,24,183,Maj-NL,New York,2,6,6,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0.167,0.167,0.167,0.333,660620
Orlando Arcia,28,184,Maj-NL,Atlanta,85,326,301,45,89,13,0,11,38,23,0,62,2,0,0,10,1,0,0.296,0.35,0.449,0.798,606115
Nolan Arenado,32,184,Maj-NL,St. Louis,104,441,402,49,112,21,2,22,78,30,3,80,2,0,7,14,2,3,0.279,0.327,0.505,0.832,571448
Gabriel Arias,23,184,Maj-AL,Cleveland,80,188,165,17,34,7,0,4,8,23,0,60,0,0,0,7,1,3,0.206,0.303,0.321,0.624,672356
Randy Arozarena,28,184,Maj-AL,Tampa Bay,105,446,377,62,96,10,2,18,64,52,0,108,13,0,4,6,12,7,0.255,0.361,0.435,0.796,668227
Luis Arr\xc3\xa1ez,26,183,Maj-NL,Miami,104,445,406,44,153,25,2,3,51,31,8,25,4,1,3,13,1,2,0.377,0.423,0.47,0.894,650333
Christian Arroyo,28,184,Maj-AL,Boston,66,206,195,23,47,16,0,3,24,7,0,45,1,1,2,8,1,3,0.241,0.268,0.369,0.638,624414
Jos\xc3\xa9 Azocar,27,246,Maj-NL,San Diego,26,55,51,8,12,2,0,0,3,1,0,11,0,3,0,0,6,1,0.235,0.25,0.275,0.525,640492
