Name,Age,#days,Lev,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,mlbID
CJ Abrams,22,189,Maj-NL,Washington,95,368,339,51,86,18,4,10,41,17,0,77,8,3,1,5,21,2,0.254,0.304,0.419,0.723,682928
Jos\xc3\xa9 Abreu,36,189,Maj-AL,Houston,100,421,385,37,93,16,0,9,53,28,1,94,3,0,5,12,0,1,0.242,0.295,0.353,0.648,547989
Ronald Acuna Jr.,25,189,Maj-NL,Atlanta,101,464,404,89,133,26,1,23,59,53,2,56,5,0,2,7,48,8,0.329,0.412,0.569,0.981,660670
Willy Adames,27,189,Maj-NL,Milwaukee,94,405,354,44,72,16,0,17,48,40,0,105,4,0,5,9,4,3,0.203,0.288,0.393,0.681,642715
Riley Adams,27,192,Maj-NL,Washington,25,95,87,6,26,6,2,4,12,6,0,26,1,1,0,4,0,0,0.299,0.351,0.552,0.903,656180
Jo Adell,24,209,Maj-AL,Los Angeles,5,14,13,2,3,1,1,1,3,1,0,6,0,0,0,0,0,0,0.231,0.286,0.692,0.978,666176
Ehire Adrianza,33,277,Maj-NL,Atlanta,5,11,10,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0.0,0.091,0.0,0.091,501303
Jes\xc3\xbas Aguilar,33,251,Maj-AL,Oakland,36,115,104,8,23,2,0,5,9,8,2,31,1,0,1,3,0,0,0.221,0.281,0.385,0.665,542583
Nick Ahmed,33,192,Maj-NL,Arizona,52,153,145,13,33,9,0,2,14,8,0,37,0,0,0,0,5,1,0.228,0.268,0.331,0.599,605113
Hanser Alberto,30,247,Maj-AL,Chicago,30,90,82,11,18,5,0,3,16,4,0,13,1,2,1,1,0,0,0.22,0.261,0.39,0.652,593643
Ozzie Albies,26,189,Maj-NL,Atlanta,101,433,387,61,99,17,3,24,73,31,2,66,7,0,6,6,7,0,0.256,0.318,0.501,0.819,645277
Jorge Alfaro,30,195,"Maj-AL,Maj-NL","Boston,Colorado",16,50,47,2,7,4,0,1,4,2,0,15,1,0,0,3,0,0,0.149,0.2,0.298,0.498,595751
Greg Allen,30,191,Maj-AL,New York,12,18,15,5,3,0,1,1,1,1,0,7,1,1,0,0,1,1,0.2,0.294,0.533,0.827,656185
Nick Allen,24,189,Maj-AL,Oakland,55,161,148,14,28,1,1,1,7,9,0,30,0,3,1,2,1,1,0.189,0.234,0.23,0.464,669397
Pete Alonso,28,189,Maj-NL,New York,95,401,350,59,77,9,2,30,73,37,0,83,13,0,1,11,3,0,0.22,0.317,0.514,0.831,624413
Jos\xc3\xa9 Altuve,33,189,Maj-AL,Houston,34,150,128,26,34,8,1,6,18,20,0,26,1,0,1,4,5,1,0.266,0.367,0.484,0.851,514888
Jake Alu,26,202,Maj-NL,Washington,5,15,14,0,3,0,0,0,0,1,0,4,0,0,0,0,1,0,0.214,0.267,0.214,0.481,666906
Francisco \xc3\x81lvarez,21,189,Maj-NL,New York,77,268,246,36,57,7,0,19,41,18,0,70,4,0,0,9,0,0,0.232,0.295,0.492,0.787,682626
Yordan \xc3\x81lvarez,26,189,Maj-AL,Houston,59,250,208,42,58,13,0,17,55,33,2,57,7,0,2,5,0,0,0.279,0.392,0.587,0.979,670541
Jacob Amaya,24,222,Maj-NL,Miami,4,9,9,1,2,0,0,0,2,0,0,1,0,0,0,0,1,0,0.222,0.222,0.222,0.444,676070
Miguel Amaya,24,189,Maj-NL,Chicago,30,98,80,11,20,4,0,2,13,6,0,26,10,1,1,2,0,0,0.25,0.371,0.375,0.746,665804
Brian Anderson,30,208,Maj-NL,Milwaukee,85,334,292,35,67,11,2,9,38,35,0,99,4,0,3,9,0,3,0.23,0.317,0.373,0.691,605119
Tim Anderson,30,189,Maj-AL,Chicago,80,348,326,36,78,11,1,0,18,19,0,71,1,0,2,13,10,1,0.239,0.282,0.279,0.561,641313
Elvis Andrus,34,189,Maj-AL,Chicago,70,251,223,21,47,8,1,2,20,21,1,42,4,1,2,1,6,4,0.211,0.288,0.283,0.571,462101
Miguel And\xc3\xbajar,28,261,Maj-NL,Pittsburgh,13,33,31,2,5,1,0,2,6,2,0,5,0,0,0,0,0,0,0.161,0.212,0.387,0.599,609280
Jonathan Aranda,25,201,Maj-AL,Tampa Bay,4,15,15,2,3,1,0,0,2,0,0,6,0,0,0,0,0,0,0.2,0.2,0.267,0.467,666018
Orlando Arcia,28,189,Maj-NL,Atlanta,80,309,286,41,83,12,0,10,36,22,0,60,1,0,0,10,1,0,0.29,0.343,0.437,0.78,606115
Nolan Arenado,32,189,Maj-NL,St. Louis,100,425,387,48,110,20,2,22,77,29,3,77,2,0,7,13,2,3,0.284,0.332,0.517,0.849,571448
Gabriel Arias,23,189,Maj-AL,Cleveland,76,173,150,16,29,6,0,4,6,23,0,56,0,0,0,5,1,3,0.193,0.301,0.313,0.614,672356
Randy Arozarena,28,189,Maj-AL,Tampa Bay,101,430,363,60,95,10,2,17,62,51,0,104,12,0,4,5,12,7,0.262,0.367,0.441,0.808,668227
Luis Arr\xc3\xa1ez,26,189,Maj-NL,Miami,98,417,379,42,144,24,2,3,51,30,8,23,4,1,3,13,1,2,0.38,0.428,0.478,0.906,650333
Christian Arroyo,28,189,Maj-AL,Boston,61,193,182,23,45,15,0,3,22,7,0,43,1,1,2,6,1,3,0.247,0.276,0.379,0.655,624414
Jos\xc3\xa9 Azocar,27,246,Maj-NL,San Diego,26,55,51,8,12,2,0,0,3,1,0,11,0,3,0,0,6,1,0.235,0.25,0.275,0.525,640492
Akil Baddoo,24,189,Maj-AL,Detroit,64,213,184,20,38,8,0,4,19,27,2,49,0,1,1,2,6,2,0.207,0.307,0.315,0.622,668731
Harrison Bader,29,189,Maj-AL,New York,54,201,188,26,48,7,2,7,32,6,0,32,3,1,3,4,9,2,0.255,0.285,0.426,0.711,664056
Ji Hwan Bae,23,216,Maj-NL,Pittsburgh,76,239,214,37,51,9,0,2,19,18,0,58,2,3,2,2,20,6,0.238,0.301,0.308,0.609,678225
Javier B\xc3\xa1ez,30,189,Maj-AL,Detroit,99,408,383,43,86,12,4,7,47,16,0,90,5,0,3,9,10,0,0.225,0.263,0.332,0.595,595879
Patrick Bailey,24,189,Maj-NL,San Francisco,52,194,182,16,48,13,1,5,30,6,0,55,3,2,1,4,1,0,0.264,0.297,0.429,0.726,672275
Luken Baker,26,212,Maj-NL,St. Louis,7,20,19,2,5,0,0,0,0,1,0,8,0,0,0,0,0,0,0.263,0.3,0.263,0.563,663609
Rylan Bannon,27,278,Maj-AL,Houston,2,6,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,676625
Austin Barnes,33,191,Maj-NL,Los Angeles,37,122,109,4,12,2,0,0,5,10,0,30,2,0,1,4,2,1,0.11,0.197,0.128,0.325,605131
Tucker Barnhart,32,191,Maj-NL,Chicago,40,116,102,5,21,3,0,1,9,12,0,38,1,0,1,3,1,0,0.206,0.293,0.265,0.558,571466
Tres Barrera,28,254,Maj-NL,St. Louis,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,668663
Jos\xc3\xa9 Barrero,25,233,Maj-NL,Cincinnati,46,149,133,15,29,8,0,2,17,15,0,44,0,0,1,1,3,2,0.218,0.295,0.323,0.619,676480
Joey Bart,26,261,Maj-NL,San Francisco,26,84,78,8,18,5,0,0,4,2,0,21,4,0,0,0,0,0,0.231,0.286,0.295,0.581,663698
Matthew Batten,28,189,Maj-NL,San Diego,8,12,10,2,3,0,0,1,2,2,0,2,0,0,0,0,0,1,0.3,0.417,0.6,1.017,676946
Brett Baty,23,189,Maj-NL,New York,78,282,255,33,58,10,0,7,26,21,0,77,2,0,1,7,2,0,0.228,0.29,0.349,0.639,683146
Jake Bauers,27,189,Maj-AL,New York,52,164,143,19,32,12,0,7,19,19,0,49,0,0,2,3,2,0,0.224,0.311,0.455,0.766,641343
Matt Beaty,30,226,"Maj-AL,Maj-NL","Kansas City,San Francisco",7,11,10,1,3,1,0,0,3,1,0,2,0,0,0,0,0,0,0.3,0.364,0.4,0.764,607461
Josh Bell,30,189,Maj-AL,Cleveland,94,381,335,24,79,19,0,11,48,43,1,80,1,0,2,5,0,1,0.236,0.323,0.391,0.714,605137
Cody Bellinger,27,189,Maj-NL,Chicago,72,306,273,55,87,15,1,15,46,23,2,50,3,0,7,3,12,3,0.319,0.369,0.546,0.915,641355
