Name,Age,#days,Lev,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,mlbID
CJ Abrams,22,221,Maj-NL,Washington,71,263,247,29,58,14,2,7,33,9,0,61,6,1,0,5,8,2,0.235,0.279,0.393,0.671,682928
Jos\xc3\xa9 Abreu,36,222,Maj-AL,Houston,74,311,285,22,66,12,0,5,36,19,1,75,3,0,4,9,0,1,0.232,0.283,0.326,0.609,547989
Ronald Acuna Jr.,25,221,Maj-NL,Atlanta,78,360,317,68,104,23,1,17,49,38,2,45,3,0,2,7,34,6,0.328,0.403,0.568,0.971,660670
Willy Adames,27,221,Maj-NL,Milwaukee,68,288,253,34,52,8,0,12,34,29,0,77,1,0,3,6,4,2,0.206,0.287,0.379,0.666,642715
Riley Adams,27,225,Maj-NL,Washington,16,63,56,4,17,3,2,3,9,6,0,22,0,1,0,2,0,0,0.304,0.371,0.589,0.96,656180
Jo Adell,24,239,Maj-AL,Los Angeles,1,4,3,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0.333,0.5,1.333,1.833,666176
Ehire Adrianza,33,277,Maj-NL,Atlanta,5,11,10,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0.0,0.091,0.0,0.091,501303
Jes\xc3\xbas Aguilar,33,251,Maj-AL,Oakland,36,115,104,8,23,2,0,5,9,8,2,31,1,0,1,3,0,0,0.221,0.281,0.385,0.665,542583
Nick Ahmed,33,225,Maj-NL,Arizona,40,121,114,10,26,6,0,2,12,7,0,28,0,0,0,0,4,0,0.228,0.273,0.333,0.606,605113
Hanser Alberto,30,247,Maj-AL,Chicago,30,90,82,11,18,5,0,3,16,4,0,13,1,2,1,1,0,0,0.22,0.261,0.39,0.652,593643
Ozzie Albies,26,221,Maj-NL,Atlanta,78,331,301,40,79,14,1,18,55,22,2,51,3,0,4,5,6,0,0.263,0.315,0.495,0.81,645277
Jorge Alfaro,30,222,Maj-NL,Colorado,8,30,29,1,4,3,0,1,4,0,0,12,1,0,0,1,0,0,0.138,0.167,0.345,0.512,595751
Greg Allen,30,245,Maj-AL,New York,10,17,14,5,3,0,1,1,1,1,0,7,1,1,0,0,1,0,0.214,0.313,0.571,0.884,656185
Nick Allen,24,242,Maj-AL,Oakland,38,111,102,9,20,1,0,1,3,6,0,18,0,3,0,2,0,0,0.196,0.241,0.235,0.476,669397
Pete Alonso,28,221,Maj-NL,New York,70,296,261,44,58,6,1,24,55,29,0,60,6,0,0,8,2,0,0.222,0.314,0.529,0.843,624413
Jos\xc3\xa9 Altuve,33,223,Maj-AL,Houston,26,114,99,18,26,7,0,3,11,13,0,20,1,0,1,4,5,1,0.263,0.351,0.424,0.775,514888
Jake Alu,26,260,Maj-NL,Washington,4,14,13,0,3,0,0,0,0,1,0,3,0,0,0,0,1,0,0.231,0.286,0.231,0.517,666906
Francisco \xc3\x81lvarez,21,221,Maj-NL,New York,55,186,173,23,38,7,0,12,25,11,0,47,2,0,0,7,0,0,0.22,0.274,0.468,0.742,682626
Yordan \xc3\x81lvarez,26,239,Maj-AL,Houston,57,242,202,41,56,12,0,17,55,32,2,55,6,0,2,5,0,0,0.277,0.388,0.589,0.978,670541
Jacob Amaya,24,222,Maj-NL,Miami,4,9,9,1,2,0,0,0,2,0,0,1,0,0,0,0,1,0,0.222,0.222,0.222,0.444,676070
Miguel Amaya,24,222,Maj-NL,Chicago,17,53,41,6,11,2,0,2,7,3,0,12,7,1,1,1,0,0,0.268,0.404,0.463,0.867,665804
Brian Anderson,30,222,Maj-NL,Milwaukee,74,291,251,31,55,10,1,9,34,34,0,83,4,0,2,6,0,3,0.219,0.32,0.375,0.694,605119
Tim Anderson,30,221,Maj-AL,Chicago,55,233,220,21,52,9,0,0,11,12,0,44,0,0,1,7,8,1,0.236,0.275,0.277,0.552,641313
Elvis Andrus,34,221,Maj-AL,Chicago,57,214,192,17,39,6,0,2,17,16,1,39,4,1,1,0,6,3,0.203,0.277,0.266,0.543,462101
Miguel And\xc3\xbajar,28,261,Maj-NL,Pittsburgh,13,33,31,2,5,1,0,2,6,2,0,5,0,0,0,0,0,0,0.161,0.212,0.387,0.599,609280
Orlando Arcia,28,221,Maj-NL,Atlanta,57,222,204,32,64,10,0,6,26,17,0,45,1,0,0,9,1,0,0.314,0.369,0.451,0.82,606115
Nolan Arenado,32,222,Maj-NL,St. Louis,74,317,291,33,78,10,2,15,50,21,2,61,1,0,4,10,2,3,0.268,0.316,0.471,0.786,571448
